id,timestamp,id_planta,id_maquina,id_formula,codigo_producto,variable,tipo_alerta,valor_crudo,valor_suavizado,limite_violado,limite_min,limite_max,porcentaje_carga,prescripcion_ia,feedback_operario,timestamp_feedback
98,2026-03-09T12:30:04.006491,002,303,3346,YA2,temp_acond,TEMPERATURA_BAJA,76.134,66.0628,70.0,70.0,270.0,75.1,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor actual. Abra la válvula de vapor para alcanzar la temperatura mínima requerida.,,
99,2026-03-09T12:34:04.006491,002,303,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,77.361,71.8436,70.0,70.0,270.0,88.9,,,
100,2026-03-09T12:55:03.973770,001,301,2260,YB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,86.152,85.2188,85.0,85.0,285.0,64.2,,,
101,2026-03-09T14:07:03.973770,001,301,2260,YB1,presion_vapor,PRESION_BAJA,5.443,13.8693,15.0,15.0,45.0,55.9,"Presión de vapor críticamente baja, valor suavizado en 13.87 PSI. La lectura cruda del sensor es de 5.44 PSI, indicando posible falla en la línea de vapor. Detenga la alimentación inmediatamente y notifique al supervisor de turno.",,
102,2026-03-09T14:07:04.006491,002,304,3352,YB2,temp_acond,TEMPERATURA_BAJA,67.456,69.6834,70.0,70.0,270.0,91.7,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor en línea. Abra la válvula de vapor para alcanzar la temperatura objetivo.,,
103,2026-03-09T14:15:04.006491,002,304,3352,YB2,temp_acond,RETORNO_NORMAL_TEMPERATURA,80.484,71.6132,70.0,70.0,270.0,99.6,,,
104,2026-03-09T16:00:03.973770,001,301,2260,YB1,temp_acond,TEMPERATURA_BAJA,76.288,76.7453,85.0,85.0,285.0,43.0,Temperatura del acondicionador fuera de rango mínimo permitido. Verifique porcentaje de vapor en línea. Abra la válvula de vapor para alcanzar la temperatura objetivo.,,
105,2026-03-09T16:04:03.973770,001,301,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,17.26,15.1721,15.0,15.0,45.0,58.3,,,
106,2026-03-09T16:07:04.006491,002,304,3352,YB2,temp_acond,TEMPERATURA_BAJA,66.63,69.5488,70.0,70.0,270.0,102.1,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor actual en la línea. Abra la válvula de vapor hasta alcanzar los 70 grados Celsius.,,
107,2026-03-09T16:59:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,24.098,74.3437,45.0,15.0,45.0,67.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
108,2026-03-09T17:02:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.399,41.4888,45.0,15.0,45.0,74.7,,,
109,2026-03-09T18:48:04.006491,002,304,3352,YB2,temp_acond,RETORNO_NORMAL_TEMPERATURA,79.058,72.1505,70.0,70.0,270.0,152.2,,,
110,2026-03-09T20:00:04.006491,002,304,3352,YB2,temp_acond,TEMPERATURA_BAJA,60.248,68.0182,70.0,70.0,270.0,121.3,"Temperatura del acondicionador baja, valor suavizado en 68.02 grados, por debajo del límite mínimo de 70.0 grados. Verifique porcentaje de vapor y corriente del motor principal. Abra la válvula de vapor gradualmente, monitoreando la corriente del motor para evitar sobrecarga.",,
111,2026-03-09T22:11:04.006491,002,304,3366,ZA2,temp_acond,TEMPERATURA_BAJA,69.459,74.8531,75.0,75.0,275.0,96.1,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique el porcentaje de vapor en la línea. Abra la válvula de vapor para compensar la caída térmica.,,
112,2026-03-06T16:33:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,64.703,69.8256,70.0,70.0,270.0,71.1,Temperatura del acondicionador por debajo del límite inferior aceptable. Verifique el porcentaje de vapor actual. Abra la válvula de vapor para compensar la caída térmica.,,
113,2026-03-06T16:46:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.635,70.4493,70.0,70.0,270.0,103.7,,,
114,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,"Presión de vapor suavizada excedida. El límite máximo es 45.0 PSI, el valor actual es 72.48 PSI. Verifique la válvula de entrada de vapor y la presión de la caldera. Cierre la válvula de vapor hasta alcanzar 40 PSI.",,
115,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
116,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor en línea. Abra la válvula de vapor para aumentar la temperatura del acondicionador.,,
117,2026-03-08T05:24:03.973770,001,302,2260,YB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,88.354,85.4321,85.0,85.0,285.0,85.5,,,
118,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
119,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,"Presión de vapor críticamente baja, valor suavizado en 7.92 PSI.  La presión está por debajo del límite mínimo de 8.0 PSI. Reporte caída de línea y baje la carga inmediatamente.",,
120,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
121,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor en línea. Abra la válvula de vapor para aumentar la temperatura del acondicionador hasta alcanzar el límite mínimo de 75 grados Celsius.,,
122,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
123,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
124,2026-03-06T16:33:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,64.703,69.8256,70.0,70.0,270.0,71.1,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor en línea. Abra la válvula de vapor para aumentar la temperatura hasta alcanzar el rango operativo normal.,,
125,2026-03-06T16:46:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.635,70.4493,70.0,70.0,270.0,103.7,,,
126,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,"Presión de vapor excedida, valor suavizado en 72.48 PSI. Verifique la válvula de control de vapor y la línea de suministro. Reduzca la presión de vapor a 45 PSI inmediatamente.",,
127,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
128,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor en línea. Abra la válvula de vapor para alcanzar la temperatura objetivo de 85 grados Celsius.,,
129,2026-03-08T05:24:03.973770,001,302,2260,YB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,88.354,85.4321,85.0,85.0,285.0,85.5,,,
130,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
131,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,"Presión de vapor críticamente baja, 7.92 PSI, por debajo del límite mínimo de 8.0 PSI. Verifique inmediatamente la línea de vapor y el porcentaje de apertura de la válvula. Reporte caída de línea y baje la carga a la mitad.",,
132,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
133,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique el porcentaje de vapor actual. Abra la válvula de vapor para compensar la caída térmica.,,
134,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
135,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
136,2026-03-06T16:33:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,64.703,69.8256,70.0,70.0,270.0,71.1,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique el porcentaje de vapor disponible en la línea. Abra la válvula de vapor para compensar la caída térmica y reporte si la presión de la caldera es insuficiente.,,
137,2026-03-06T16:46:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.635,70.4493,70.0,70.0,270.0,103.7,,,
138,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,"Presión de vapor excedida, valor suavizado en 72.48 PSI. Verifique la válvula de control de presión y la línea de suministro de vapor. Reduzca la presión de vapor a 45 PSI inmediatamente.",,
139,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
140,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,Temperatura del acondicionador por debajo del límite mínimo aceptable. Verifique porcentaje de vapor disponible en la línea. Abra la válvula de vapor para alcanzar la temperatura objetivo y notifique al supervisor si la temperatura no se estabiliza.,,
141,2026-03-08T05:24:03.973770,001,302,2260,YB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,88.354,85.4321,85.0,85.0,285.0,85.5,,,
142,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
143,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,"Presión de vapor críticamente baja, valor suavizado en 7.92 PSI. Riesgo de falla en línea de vapor detectado. Detenga la alimentación inmediatamente y notifique al supervisor de turno.",,
144,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
145,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,"Temperatura del acondicionador por debajo del límite mínimo, setenta y cuatro punto ocho grados Celsius. Verifique porcentaje de vapor en línea. Abra la válvula de vapor para compensar la caída térmica.",,
146,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
147,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
148,2026-03-07T20:45:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,67.639,69.9062,70.0,70.0,270.0,83.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
149,2026-03-07T20:53:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.511,70.1563,70.0,70.0,270.0,96.3,,,
150,2026-03-08T03:15:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,24.267,47.8279,45.0,15.0,45.0,69.4,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
151,2026-03-08T03:17:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.249,40.7543,45.0,15.0,45.0,69.7,,,
152,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
153,2026-03-08T05:24:03.973770,001,302,2260,YB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,88.354,85.4321,85.0,85.0,285.0,85.5,,,
154,2026-03-08T15:12:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.168,47.8368,45.0,15.0,45.0,66.7,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
155,2026-03-08T15:13:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,23.221,40.4521,45.0,15.0,45.0,68.6,,,
156,2026-03-08T19:27:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,54.839,71.3753,85.0,85.0,285.0,51.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
157,2026-03-08T19:33:03.973770,001,302,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,17.316,15.3882,15.0,15.0,45.0,78.8,,,
158,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
159,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
160,2026-03-09T06:52:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,59.633,67.9204,70.0,70.0,270.0,82.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
161,2026-03-09T07:23:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.23,70.0114,70.0,70.0,270.0,102.3,,,
162,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
163,2026-03-07T05:05:04.006491,002,304,3346,YA2,temp_acond,TEMPERATURA_BAJA,66.655,69.442,70.0,70.0,270.0,170.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
164,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
165,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
166,2026-03-08T03:15:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,24.267,47.8279,45.0,15.0,45.0,69.4,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
167,2026-03-08T03:17:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.249,40.7543,45.0,15.0,45.0,69.7,,,
168,2026-03-09T00:35:03.973770,001,302,2260,YB1,presion_vapor,PRESION_BAJA,8.96,14.2667,15.0,15.0,45.0,54.4,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
169,2026-03-09T09:29:03.973770,001,301,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,15.772,15.1021,15.0,15.0,45.0,70.9,,,
170,2026-03-09T10:56:03.973770,001,301,2260,YB1,presion_vapor,PRESION_BAJA,5.354,13.8168,15.0,15.0,45.0,54.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
171,2026-03-07T13:47:04.006491,002,304,3352,YB2,temp_acond,TEMPERATURA_BAJA,64.365,68.6529,70.0,70.0,270.0,85.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
172,2026-03-07T15:34:04.006491,002,304,3352,YB2,temp_acond,RETORNO_NORMAL_TEMPERATURA,78.545,71.8637,70.0,70.0,270.0,187.3,,,
173,2026-03-09T01:27:04.006491,002,303,3346,YA2,temp_acond,TEMPERATURA_BAJA,70.474,61.891,70.0,70.0,270.0,67.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
174,2026-03-09T01:37:04.006491,002,303,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,74.274,71.0554,70.0,70.0,270.0,87.1,,,
175,2026-03-06T16:33:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,64.703,69.8256,70.0,70.0,270.0,71.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
176,2026-03-06T16:46:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.635,70.4493,70.0,70.0,270.0,103.7,,,
177,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
178,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
179,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
180,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
181,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
182,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
183,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
184,2026-03-07T05:05:04.006491,002,304,3346,YA2,temp_acond,TEMPERATURA_BAJA,66.655,69.442,70.0,70.0,270.0,170.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
185,2026-03-09T01:27:04.006491,002,303,3346,YA2,temp_acond,TEMPERATURA_BAJA,70.474,61.891,70.0,70.0,270.0,67.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
186,2026-03-09T01:37:04.006491,002,303,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,74.274,71.0554,70.0,70.0,270.0,87.1,,,
187,2026-03-06T16:33:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,64.703,69.8256,70.0,70.0,270.0,71.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
188,2026-03-06T16:46:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.635,70.4493,70.0,70.0,270.0,103.7,,,
189,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
190,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
191,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
192,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
193,2026-03-09T00:33:03.973770,001,301,3360,ZB1,presion_vapor,RETORNO_NORMAL_PRESION,10.085,8.6159,8.0,8.0,25.0,42.1,,,
194,2026-03-09T02:10:03.973770,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.275,7.9199,8.0,8.0,25.0,40.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
195,2026-03-07T05:01:04.006491,002,304,3346,YA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,83.463,72.5865,70.0,70.0,270.0,161.1,,,
196,2026-03-07T05:05:04.006491,002,304,3346,YA2,temp_acond,TEMPERATURA_BAJA,66.655,69.442,70.0,70.0,270.0,170.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
197,2026-03-08T08:28:04.006491,002,303,3366,ZA2,temp_acond,TEMPERATURA_BAJA,81.195,74.7975,75.0,75.0,275.0,68.8,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
198,2026-03-08T08:30:04.006491,002,303,3366,ZA2,temp_acond,RETORNO_NORMAL_TEMPERATURA,81.826,76.9061,75.0,75.0,275.0,71.2,,,
199,2026-03-09T06:52:03.973770,001,304,2140,XB1,temp_acond,TEMPERATURA_BAJA,59.633,67.9204,70.0,70.0,270.0,82.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
200,2026-03-09T07:23:03.973770,001,304,2140,XB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,71.23,70.0114,70.0,70.0,270.0,102.3,,,
201,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
202,2026-03-07T02:54:03.973770,001,305,2260,YB1,presion_vapor,PRESION_ALTA,23.948,72.4828,45.0,15.0,45.0,76.7,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
203,2026-03-07T03:00:03.973770,001,305,2260,YB1,presion_vapor,RETORNO_NORMAL_PRESION,24.027,40.6382,45.0,15.0,45.0,72.3,,,
204,2026-03-08T05:02:03.973770,001,302,2260,YB1,temp_acond,TEMPERATURA_BAJA,60.015,76.2883,85.0,85.0,285.0,43.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
