id,timestamp,id_planta,id_maquina,id_formula,codigo_producto,variable,tipo_alerta,valor_crudo,valor_suavizado,limite_violado,limite_min,limite_max,porcentaje_carga,prescripcion_ia,feedback_operario,timestamp_feedback
289,2026-03-09T15:11:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.624,55.2755,80.0,80.0,280.0,62.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
290,2026-03-09T15:12:17.285802,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,6.0339,8.0,8.0,25.0,57.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
291,2026-03-09T15:12:17.285802,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.722,55.4095,80.0,80.0,280.0,57.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
292,2026-03-10T07:08:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
293,2026-03-10T07:08:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
294,2026-03-10T07:09:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.787,8.0,8.0,25.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
295,2026-03-10T07:09:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.937,52.7053,80.0,80.0,280.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
296,2026-03-10T07:10:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.8038,8.0,8.0,25.0,62.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
297,2026-03-10T07:10:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.284,52.8789,80.0,80.0,280.0,62.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
298,2026-03-10T07:11:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7916,8.0,8.0,25.0,63.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
299,2026-03-10T07:11:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.604,53.0964,80.0,80.0,280.0,63.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
300,2026-03-10T07:12:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.807,8.0,8.0,25.0,63.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
301,2026-03-10T07:12:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,53.894,53.3357,80.0,80.0,280.0,63.1,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
302,2026-03-10T07:13:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7938,8.0,8.0,25.0,63.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
303,2026-03-10T07:13:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.152,53.5806,80.0,80.0,280.0,63.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
304,2026-03-10T07:14:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7846,8.0,8.0,25.0,63.9,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
305,2026-03-10T07:14:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.426,53.8342,80.0,80.0,280.0,63.9,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
306,2026-03-10T07:15:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7781,8.0,8.0,25.0,62.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
307,2026-03-10T07:15:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.678,54.0874,80.0,80.0,280.0,62.6,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
308,2026-03-10T07:16:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7736,8.0,8.0,25.0,64.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
309,2026-03-10T07:16:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,54.911,54.3344,80.0,80.0,280.0,64.2,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
310,2026-03-10T07:17:39.695550,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.7704,8.0,8.0,25.0,66.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
311,2026-03-10T07:17:39.695550,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.093,54.562,80.0,80.0,280.0,66.5,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
312,2026-03-10T07:22:54.694332,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
313,2026-03-10T07:22:54.694332,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
314,2026-03-10T07:23:54.694332,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.787,8.0,8.0,25.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
315,2026-03-10T07:23:54.694332,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.937,52.7053,80.0,80.0,280.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
316,2026-03-11T04:06:31.111968,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.763,6.763,8.0,8.0,25.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
317,2026-03-11T04:06:31.111968,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.606,52.606,80.0,80.0,280.0,62.0,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
318,2026-03-11T04:07:31.111968,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,6.843,6.787,8.0,8.0,25.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
319,2026-03-11T04:07:31.111968,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,52.937,52.7053,80.0,80.0,280.0,61.3,⚠️ PRESCRIPCIÓN DE RESPALDO (API no disponible): Se ha detectado una desviación en los parámetros operativos. Favor verificar los valores en el panel de control de la máquina y notificar al supervisor de turno si la condición persiste.,,
320,2026-03-15T07:18:17,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,80.8,79.8291,80.0,80.0,280.0,65.1,"Alerta de temperatura baja en la maquina 301. La temperatura actual esta en 79.8 grados y no alcanza la banda de formula. Revise vapor, tiempo de acondicionamiento y condiciones de alimentacion.",,
321,2026-03-15T07:20:17,001,301,3360,ZB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,210.2,119.9213,80.0,80.0,280.0,65.3,Proceso estable en la maquina 301. La temperatura esta normal en 119.9 grados y la presion esta normal en 12.3 PSI. Mantenga la operacion y continue monitoreo.,,
322,2026-03-15T07:50:24,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,80.6,79.7074,80.0,80.0,280.0,65.0,"Severidad PREVENTIVA. Causa probable: energia termica insuficiente para la formula actual. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de temperatura baja en la maquina 301. La temperatura actual esta en 79.7 grados y no alcanza la banda de formula. Revise vapor, tiempo de acondicionamiento y condiciones de alimentacion.",,
323,2026-03-15T07:52:24,001,301,3360,ZB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,214.0,120.9596,80.0,80.0,280.0,65.1,Severidad PREVENTIVA. Causa probable: estabilidad aparente con tendencia de degradacion temprana. Pronostico a 5 min: riesgo medio de acercamiento al limite superior de temperatura en 5 minutos. Proceso estable en la maquina 301. La temperatura esta normal en 121.0 grados y la presion esta normal en 12.4 PSI. Mantenga la operacion y continue monitoreo.,,
324,2026-03-15T08:04:31,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,80.6,79.7074,80.0,80.0,280.0,65.0,"Severidad PREVENTIVA. Causa probable: energia termica insuficiente para la formula actual. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de temperatura baja en la maquina 301. La temperatura actual esta en 79.7 grados y no alcanza la banda de formula. Revise vapor, tiempo de acondicionamiento y condiciones de alimentacion.",,
325,2026-03-15T08:23:10,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,80.6,79.7074,80.0,80.0,280.0,65.0,"Severidad PREVENTIVA. Causa probable: energia termica insuficiente para la formula actual. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de temperatura baja en la maquina 301. La temperatura actual esta en 79.7 grados y no alcanza la banda de formula. Revise vapor, tiempo de acondicionamiento y condiciones de alimentacion.",,
326,2026-03-15T08:25:10,001,301,3360,ZB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,214.0,120.9596,80.0,80.0,280.0,65.1,Severidad PREVENTIVA. Causa probable: estabilidad aparente con tendencia de degradacion temprana. Pronostico a 5 min: riesgo medio de acercamiento al limite superior de temperatura en 5 minutos. Proceso estable en la maquina 301. La temperatura esta normal en 121.0 grados y la presion esta normal en 12.4 PSI. Mantenga la operacion y continue monitoreo.,,
327,2026-03-15T08:50:23,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,80.6,79.7074,80.0,80.0,280.0,65.0,"Severidad PREVENTIVA. Causa probable: energia termica insuficiente para la formula actual. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de temperatura baja en la maquina 301. La temperatura actual esta en 79.7 grados y no alcanza la banda de formula. Revise vapor, tiempo de acondicionamiento y condiciones de alimentacion.",,
328,2026-03-15T08:52:23,001,301,3360,ZB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,214.0,120.9596,80.0,80.0,280.0,65.1,Severidad PREVENTIVA. Causa probable: estabilidad aparente con tendencia de degradacion temprana. Pronostico a 5 min: riesgo medio de acercamiento al limite superior de temperatura en 5 minutos. Proceso estable en la maquina 301. La temperatura esta normal en 121.0 grados y la presion esta normal en 12.4 PSI. Mantenga la operacion y continue monitoreo.,,
329,2026-03-16T21:48:40,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,80.6,79.7074,80.0,80.0,280.0,65.0,"Severidad PREVENTIVA. Causa probable: energia termica insuficiente para la formula actual. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de temperatura baja en la maquina 301. La temperatura actual esta en 79.7 grados y no alcanza la banda de formula. Revise vapor, tiempo de acondicionamiento y condiciones de alimentacion.",,
330,2026-03-16T21:50:40,001,301,3360,ZB1,temp_acond,RETORNO_NORMAL_TEMPERATURA,214.0,120.9596,80.0,80.0,280.0,65.1,Severidad PREVENTIVA. Causa probable: estabilidad aparente con tendencia de degradacion temprana. Pronostico a 5 min: riesgo medio de acercamiento al limite superior de temperatura en 5 minutos. Proceso estable en la maquina 301. La temperatura esta normal en 121.0 grados y la presion esta normal en 12.4 PSI. Mantenga la operacion y continue monitoreo.,,
331,2026-03-18T20:46:51,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,80.6,79.7074,80.0,80.0,280.0,65.0,"Severidad PREVENTIVA. Causa probable: energia termica insuficiente para la formula actual. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de temperatura baja en la maquina 301. La temperatura actual esta en 79.7 grados y no alcanza la banda de formula. Revise vapor, tiempo de acondicionamiento y condiciones de alimentacion.",,
332,2026-03-18T20:53:48,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
333,2026-03-18T20:53:48,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
334,2026-03-18T21:04:29,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
335,2026-03-18T21:04:29,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
336,2026-03-18T21:11:54,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
337,2026-03-18T21:11:54,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
338,2026-03-18T21:25:55,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
339,2026-03-18T21:25:55,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
340,2026-03-18T22:13:30,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
341,2026-03-18T22:13:30,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
342,2026-03-18T22:19:16,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
343,2026-03-18T22:19:16,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
344,2026-03-19T20:06:48,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
345,2026-03-19T20:06:48,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
346,2026-03-21T23:13:46,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
347,2026-03-21T23:13:46,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
348,2026-03-22T09:42:38,001,301,3360,ZB1,presion_vapor,PRESION_BAJA,5.186,5.4275,8.0,8.0,25.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
349,2026-03-22T09:42:38,001,301,3360,ZB1,temp_acond,TEMPERATURA_BAJA,55.878,55.8332,80.0,80.0,280.0,56.7,"Severidad ALTA. Causa probable: caida de suministro de vapor o dosificacion insuficiente de energia termica. Pronostico a 5 min: riesgo alto de continuar fuera de banda en los proximos 5 minutos. Alerta de presion y temperatura bajas en la maquina 301. Esto sugiere deficiencia de vapor o dosificacion insuficiente. Revise valvula, confirme suministro de vapor y corrija antes de continuar.",,
